标题,来源,时间,问题,回答
咨询,so***1@163.com (重庆),2018-06-27 12:26,老师：北京大学招生分应往届吗？对同一学校同一专业的考生，往届是否要多加分才能被录取呢？2019年会限制往届生报考和录取吗？谢谢！,您好！往届生和应届生一视同仁。
往届生录取咨询,13***09 (云南),2018-06-27 12:25,老师您好！1北京大学在投档和录取过程中是否对应往届生一视同仁。2如果某一考生在应届年份高考中被某一院校录取，但没有去报道而选择复读。那么在次年高考志愿填报中北京大学是否会以此为考生个人道德素质评价依据，对该考生进行拒录或退档。3如若考生被投档到北京大学，在高考体检结果符合招生章程所限定要求且服从调剂时，是否承诺不退档。,您好！1、往届生和应届生一视同仁；2、不会；3、正常一批次考生只要政审合格、专业服从调剂，投档至我校后，不会退档。
自主招生录取,15***05 (重庆),2018-06-27 11:55,北京大学，老师好，我是重庆的考生，请问：1、自招只要服从调剂一定会录取吗？2、我只报了理学部和工学部的专业，调剂的时候可以只在这两个学部里面调剂吗？3、学校要调剂的时候是否会把可能调剂的专业让我有点选择？,您好！自主招生考生只要符合录取要求，就会录取。若需要调剂时，我们会跟考生联系沟通。
提前批,18***69 (山西),2018-06-27 09:12,北京大学，山西考生报北京大学提前批定向有什么条件,您好！我校在山西省提前批次未有定向招生计划。
请问国家专项批次是否承认加分？,18***25 (云南),2018-06-27 09:04,我想报考北京大学国家专项计划，在国家专项批次中是否承认加分？例如少数民族加分，边疆加分和其它加分等。谢谢老师解答！,您好！根据我校招生章程：北京大学在提档时原则上认可各省（自治区、直辖市）教育主管部门根据教育部相关规定给予考生的政策性加分。但同一考生如符合多项加分条件，只取其中最高一项分值，且加分不得超过20分。
咨询,13***19 (内蒙古),2018-06-26 15:33,内蒙古理科587蒙古族女生，全区排5725名报北京大学预科班有希望吗？,您好！您好！请直接联系我校在内蒙古招生组咨询，他们会给您专业的指导。具体联系方式请登录北京大学招生网（www.gotopku.cn）查询。
北京大学服从调剂会被调剂到历史或考古吗,13***23 (河南),2018-06-26 11:45,北京大学，我是河南的文科考生，如果本科一批服从调剂，会被调剂到历史或考古吗？,你好！需要调剂的考生，调剂时我们会与考生沟通。
咨询,25***@qq.com (河北),2018-06-26 11:31,北京大学，您好，请问女生报考软件工程的前景如何?,您好！我校本科招生专业目录中无软件工程专业。
老师好，请问2018高考文科安徽省434名有希望被录取吗？,15***17 (安徽),2018-06-26 09:17,我是安徽太和一中的文科学生，在2018高考中得了638分，在自主招生考试中获得了10分降分，请问有希望被北京大学录取吗？,您好！您好！请直接联系我校在安徽招生组咨询，他们会给您专业的指导。具体联系方式请登录北京大学招生网（www.gotopku.cn）查询。
录取,15***18 (云南),2018-06-25 15:49,你好，我是云南考生，省排位2100，想报考北京大学，不知今年录取的机率有多大？,您好！您好！请直接联系我校在云南招生组咨询，他们会给您专业的指导。具体联系方式请登录北京大学招生网（www.gotopku.cn）查询。
咨询,18***36 (山东),2018-06-25 12:54,山东文科考生610省排名3454，报北京大学有希望吗,您好！您好！请直接联系我校在山东招生组咨询，他们会给您专业的指导。具体联系方式请登录北京大学招生网（www.gotopku.cn）查询。
少数民族预科,15***27 (贵州),2018-06-25 12:12,请问贵州理科382有希望报北京大学预科吗？,您好！我校没有少数民族预科计划！
志愿填报,13***08 (河北),2018-06-25 11:21,北京大学，专业填报中，北大自主招生计算机类，但河北招生计划中的本一特殊类型批“北京大学”专业代码有“77计算机类”和“A4计算机类”两个代码对应专业名称相同，河北教育考试院回复“77是博雅人才培养计划，A4不是博雅计划”，具体的区别需向你们咨询，我们应填哪个。,您好！自主招生填报A4，博雅计划入选考生填报77。
内蒙考生,15***14 (内蒙古),2018-06-23 11:43,内蒙考生613分148名能否上北京大学?,您好！您好！请直接联系我校在内蒙古招生组咨询，他们会给您专业的指导。具体联系方式请登录北京大学招生网（www.gotopku.cn）查询。
请问北大今年在京录取计划是多少人,13***60 (北京),2018-06-23 11:21,北京大学，如题,您好！今年计划与往年持平。
数据科学与大数据技术的开设内容,17***79 (山东),2018-06-22 16:45,您好，看到北京大学今年开设了该专业，十分感兴趣，但该专业开设事件较短，现存资料较少，所以有些问题希望您能指点迷津1、数据科学与大数据技术与数据分析专业有何差距？2、数据科学与大数据技术授予理学学位还是工学学位？3、数据科学与大数据技术的主干课程以及拟开设课程有哪些？4、数据科学与大数据技术的大体内容是否与计算机科学与技术专业大致相仿？谢谢,您好！可登录北京大学招生网（www.gotopku.cn），在资料下载栏里下载北京大学2018年招生简章，里面有详细的介绍。
2017年专业录取线,13***51 (山西),2018-06-22 16:31,北京大学，请问老师，在哪里可以查到2017年各专业录取线？,您好！目前已是高考出分报志愿模式，往年的各专业分数线并不具有太大参考意义，建议直接联系我校在山西招生组咨询，他们会给您专业的指导。具体联系方式请登录北京大学招生网（www.gotopku.cn）查询。
专业调剂,13***51 (山西),2018-06-22 16:11,北京大学，我是山西考生，请问老师，北大除哲学外，还有哪些专业不在专业调剂的范围,您好！若您的高考成绩达不到您所报考的专业志愿录取要求，需要调剂时，我校会直接跟您电话联系征求你的调剂志愿。
调档比例,13***51 (山西),2018-06-22 15:53,北京大学，招生简章“第十二条北京大学根据各省（自治区、直辖市）生源情况确定提档比例，按照顺序志愿投档的批次，调档比例原则上控制在120%以内；按照平行志愿投档的批次，调档比例原则上控制在105%以内。“如何理解，谢谢,您好！这只是一个原则性要求，我校会根据实际生源情况调整调档比例，若生源优秀会适当加大调档比例。
志愿填报专业调剂问题,18***97 (北京),2018-06-22 14:33,老师好！考生志愿填报已按级差填报6个专业并服从调剂，请问会调剂到未填报的其他专业吗？如需调剂专业，北京大学会提前与考生沟通吗？谢谢！,您好！如果确需调剂，我校会提前跟考生沟通。
北大在内蒙是分数清录取,13***94 (内蒙古),2018-06-22 14:05,北京大学，北大在内蒙是分数清录取请问第一志愿没有录取上，检索第二志愿的时候有分数级差吗？,您好！无级差。
各专业的录取分数线有吗,18***68 (天津),2018-06-22 12:50,北京大学，北大的学校录取分数之外，每个专业的录取分数有统计数据吗？,您好！目前已是高考出分报志愿模式，往年的各专业分数线并不具有太大参考意义，建议直接联系我校在天津招生组咨询，他们会给您专业的指导。具体联系方式请登录北京大学招生网（www.gotopku.cn）查询。
邓稼先实验班,15***75 (河南),2017-06-27 15:44,北京大学，老师好！请问：咱们学校提前批次招生的物理学（邓稼先实验班）是定向中国工程研究院，我想问，中国工程研究院地址在哪？我是河南考生，500名有一点希望吗？,您好：中国工程物理研究院在绵阳，请咨询我校河南招生组：河南招生组组长王老师专项咨询热线文科咨询李老师188-1098-5786理科自主、博雅、筑梦咨询李老师188-1310-8856文科自主、博雅、筑梦咨询柴老师188-1178-3866医学部王老师139-1081-8965小语种陈老师131-6135-5355贫困连片地区专项计划李老师131-2000-6536郑州全面负责郑老师188-1058-4576李老师152-1062-4769鹤壁、安阳、新乡全面负责尚老师184-1090-6073188-1051-4306鹤壁李老师156-5070-3479安阳何老师137-1633-2329新乡陈老师188-1307-2776濮阳全面负责谢老师137-1868-7128古老师159-1023-6616王老师131-2176-6177商丘全面负责郭老师159-0111-1513贺老师188-0122-5707周口、开封全面负责朱老师184-1090-6164150-1076-9789开封代老师152-1059-6072罗老师188-1099-5596周口陈老师188-1103-5899杨老师132-2016-7920信阳、漯河、许昌全面负责卢老师184-1090-3718信阳梁老师131-2017-1396漯河徐老师188-1146-0800许昌寇老师137-1663-2333洛阳、三门峡、焦作、济源全面负责李老师180-1009-8889洛阳、三门峡张老师130-3115-2655焦作冯老师155-0129-9088济源王老师188-0138-6183南阳、平顶山、驻马店全面负责陈老师159-1059-4228南阳张老师177-1065-5369平顶山赵老师130-2001-7122驻马店吕老师188-1106-0509
请问江苏考生文科385分，排名340左右，有希望报贵校吗？,13***77 (江苏),2017-06-27 15:11,请问江苏考生文科385分，排名340左右，有希望报北京大学吗？平行志愿如进档会退档吗？谢谢！,您好！请咨询我校江苏招生组：，江苏招生组，咨询点：江苏省南京市中山东路237号中央饭店3359房间，咨询电话：025-83150859，13260952785
请问江苏考生文科385分，排名340左右，有希望报贵校吗？,13***77 (江苏),2017-06-27 15:09,请问江苏考生文科385分，排名340左右，有希望报北京大学吗？,您好：请咨询我校江苏招生组：江苏招生组咨询点：江苏省南京市中山东路237号中央饭店3359房间咨询电话：025-83150859，13260952785
少数民族预科,wy*** (内蒙古),2017-06-26 15:40,北京大学，2017年内蒙古文科有预科吗？分数要求，是蒙古族,您好！我校在内蒙古没有预科。
博雅降分录取,15***30 (河北),2017-06-26 09:33,北京大学，博雅降分达到分数线后专业如何安排，是裸分顺序安排专业？是分省安排专业，还是全国协调？如果学生填报的几个专业都没有被录取，学生服从分配，学校调剂非填报的专业时与学生沟通吗,您好：根据高考实考成绩和报考专业顺序进行录取。如果所报专业都未被录取，需要调剂时，会根据录取时的实际情况电话通知考生。
提前批次录取报名入口查询,18***06 (河南),2017-06-26 09:27,北京大学，您好，如果想报北大的提前批次录取应该从哪里报名，网上好像找不到入口,您好：请联系我校河南招生组咨询：，郑老师??188-1058-4576??，李老师??152-1062-4769
提前批的小语种,ti***ngqi (黑龙江),2017-06-26 09:12,北京大学，提前批的小语种录取之后是否可以转专业到非语言类专业，是否可以修非语言类专业的双学位？谢谢,您好：入校一年后可以申请转专业，也可以申请修双学位。
看分数是看平均分还是看最低分（投档线）,18***40 (湖北),2017-06-25 14:24,北京大学，仅看位次可以吗,您好：平行志愿投档是按位次进行投档。
志愿填报,db*** (河南),2017-06-25 11:06,北京大学，本人河南考生文史634有机会冲击一下北京大学吗？感谢您的回答,您好：请联系我校河南招生组老师联系咨询：郑老师188-1058-4576李老师152-1062-4769
北京大学在河南的投档分数线是多少？,ws*** (河南),2017-06-25 10:58,北京大学，我想问问北京大学在河南的投档分数线是多少？664分有没有可能上北大？,您好：请联系我校河南招生组老师联系咨询：郑老师188-1058-4576李老师152-1062-4769
双学位,37*** (北京),2017-06-24 15:34,您好我想咨询一下：如果报了北京大学的提前批小语种专业并被录取，那么在校期间是否可以修经济学的双学位呢？,您好！可以选修双学位。
国家专项,sd*** (河南),2017-06-24 10:04,北京大学，请问最近两年北大医学部在河南省国家专项的录取分数,您好！请咨询我校医学部：010-82802191.
设专业级差的学校退档风险大,sx*** (山西),2017-06-23 16:19,北京大学，您好，设专业级差的学校，一旦被提档即使服从调剂是否依然有退档可能,您好！我校承诺一批次录取时，只要考生政审合格，专业服从调剂，提档后不退档。
医学部国家专项,gg*** (甘肃),2017-06-23 15:59,北京大学，填报后可以转户口吗？,您好！可以转。
小语种,ti***ngqi (黑龙江),2017-06-23 15:57,北京大学，北大的法语有哪些专业的双学位,您好：全校开的双学位都可以申请修读。
医学部“医学英语”专业可以不参加调剂吗,53*** (湖南),2017-06-23 15:56,北京大学，老师好，我想报北大医学部的临床医学专业，但如果上了线，万一该专业不能录取，专业调剂时我不想调剂到“医学英语”专业，请问这可以实现吗？此外，复旦医学院的临床医学包含有赴国外一些大学免费交流的项目，北大医学部有吗？谢谢,您好：请联系我校医学部招生办公室咨询：010-82802191.
有关北大医学部招生。,do***i (山东),2017-06-23 13:48,北京大学，与其他各大学等地位招生？山东考生提问。。。,您好：请咨询我校医学部山东招生组老师：医学部崔老师15010091838
北大筑梦模拟投档分数线,18***11 (黑龙江),2017-06-23 11:31,北京大学给予我北京大学2017年筑梦计划招生降40分录取认定资格。若我的高考投档成绩达到北京大学在当地同科类一批次模拟投档分数线下40分以内，就一定能录取吗？还有这个模拟投档分数线是学校内部掌握的吗？我填报志愿之前我怎么能知道呢？谢谢,您好！请尽快联系我校黑龙江招生组，他们会对您的报考进行指导：黑龙江招生组：哈尔滨地区：孙老师15045699295大庆地区：苗老师13945605799佳木斯、鹤岗地区：孙老师18611820415齐齐哈尔地区：李老师15164659922牡丹江鸡西地区：侯老师15210597600医学部：15011517820
北大医学部,17***26 (湖北),2017-06-23 09:38,北京大学，北大医学部分数线,您好！请咨询我校医学部：010-82802191
预估660分左右北大医学部是能进,zw*** (山东),2017-06-22 16:25,北京大学，老师你好：我孩子预估660分左右能否进北大医学部,您好：请咨询我校医学部山东招生组老师：医学部崔老师15010091838
民考汉，北大医学部,na*** (新疆),2017-06-22 14:53,北京大学，我是新疆民考汉考生，如被北大医学部录取能否转专业？,您好：请咨询我校医学部招生办咨询：010-82802191
录取,li***i (河南),2016-06-27 11:16,老师您好，我是河南理科考生，高考成绩是605，请问能被北京大学录取吗？谢谢。,你好，请联系我校河南招生组：，http://www.gotopku.cn/index/detail/815.html
定向生修双学位,me*** (湖南),2016-06-27 10:59,北京大学，请问对于学有余力的定向生，可否选修双学位？如果可以，其专业范围是否受限？,你好，是否为定向生对于选修双学位并无关系，欢迎学有余力的同学选修！
城乡规划专业在北京理科分数线,wa***u (北京),2016-06-27 10:57,北京大学，城乡规划专业在北京理科分数线,你好，请联系我校北京招生组：，http://www.gotopku.cn/index/detail/815.html
报考考古专业,pi*** (天津),2016-06-27 09:04,北京大学，老师您好，我是天津的文科考生，一直想去考古专业，听说这个专业曾经在天津降分录取，今年也可能降分吗？我的成绩是601分，有可能吗？,你好，请直接咨询我校天津招生组老师：，http://www.gotopku.cn/index/detail/815.html
北京考生 博雅加分,sh***98 (北京),2016-06-26 15:00,"北京大学，老师您好，请问1,博雅加分是否必须在特殊类型招生批次填报才有效？2,填报专业时能否填小语种专业？还是能填一批次所有专业？还是只能填当时申请博雅计划时申请的专业？",你好，小语种专业及特殊批次、一批次的专业志愿填报请咨询我们北京招生组老师：，http://www.gotopku.cn/index/detail/815.html
人数,fc***27 (陕西),2016-06-26 14:51,北京大学，2016陕西高考上了一本二本三本的人数各是多少,你好，请咨询陕西省高招办。
关于录取和退挡,ly*** (北京),2016-06-26 13:48,北京大学，请问，北大医学部二本专业服从分配是否不退档？招生章程中说有专业级差，具体级差是多少？谢谢！,你好，请直接咨询我校医学部招生老师：，http://jiaoyuchu.bjmu.edu.cn/zsjy/zsgz/tzgg8/183824.htm
高校专项计划录取的学生,la***1 (四川),2016-06-26 13:06,北京大学，能够参与从这一届开始实行的自由转专业的政策吗？或者转专业会有不同于裸分考生的要求吗?,你好，高校专项计划录取的学生和一批次录取的考生在转专业等方面均相同。
国防生,10***9 (河南),2016-06-26 11:09,北京大学，国防生的专业是不是只有小语种？,你好，不是的，我校的国防生专业有多个方向，在河南省的国防生专业以省高招办公布的计划为准。
提前批，护理,18***6 (重庆),2016-06-26 10:36,招生老师您好，报考北京大学护理是不是就不能转专业了？,你好，请直接咨询我校医学部负责老师：，http://jiaoyuchu.bjmu.edu.cn/zsjy/zsgz/tzgg8/183824.htm
想报贵校医学类是否有希望,13***68 (广东),2016-06-26 09:11,我是深圳理科考生，641分，想报北京大学医学类是否有希望？,你好，请咨询我校医学部负责老师：，http://jiaoyuchu.bjmu.edu.cn/zsjy/zsgz/tzgg8/183824.htm
咨询提前批的退档问题,ah*** (安徽),2016-06-26 09:04,北京大学，你好！《北京大学招生章程》规定，提前批录取的非通用语种考生，按投档分提档，按实考分录取专业，专业志愿间不设级差，不调剂，录满为止，实考分未达到所报专业录取分数的考生予以退档。老师能举个例子，说明一下，投档分和录取分之间的差别吗？如果退档，是在什么时间退档，会影响自主招生的提档吗？,你好，投档分一般为实考分加上各省高招办规定的政策性加分。退档不影响自主招生批次的录取。
北大在河南招生,lu*** (河南),2016-06-25 16:48,北京大学，1北大中文系专业分高吗2今年北大分数线和去年相比高吗,你好，请咨询我校河南省招生组：，http://www.gotopku.cn/index/detail/815.html
国防生,13*** (山东),2016-06-25 15:36,"北京大学，孩子手背上有八平方厘米黑色胎记,是否影响国防生报考?",国防生报考需通过军检，身体情况以军检结论为准。
国防生,wr*** (安徽),2016-06-25 14:19,北京大学，国防生招生录取，毕业时是北京大学证书吗？毕业后是否是部队分配？,你好，国防生学业毕业后获取的毕业证书为北京大学毕业证书，毕业后按国防生培养协议在全军范围内进行统一分配。
山东招生组联系方式,jk*** (山东),2016-06-25 11:00,北京大学，请问山东招生组联系方式？,你好，2016年我校山东招生组联系电话详见：，http://www.gotopku.cn/index/detail/815.html，，山东招生组：，济南总部：座机：053151633619手机：13698621175?，济南地区负责人：田老师；电话：15810859185，烟台地区负责人：闫老师；电话：13810261097；刘老师；电话：18141911712，威海地区负责人：丁老师；电话：13910184397?，东营地区负责人：张老师；电话：18911099969，淄博、滨州地区负责人：李老师；电话：13699222373崔老师；电话：15120053851，青岛地区负责人：李老师；电话：13401001998，德州、聊城、济宁、菏泽地区负责人：张老师；电话：13488812437，泰安、莱芜地区负责人：李老师；电话：13901045187，?潍坊地区负责人：曲老师；电话：13810631836，枣庄、临沂、日照（诸城、高密、青州、昌乐）地区负责人：王老师；电话：13910136560，医学部：崔老师?15010091838
少数民族预科,li*** (贵州),2016-06-25 10:00,老师您好！请问北京大学今年在贵州省招少数民族预科生吗?,你好，请咨询贵州省高招办。
归属,hj*** (北京),2016-06-25 09:47,北京大学，北大医学部毕业后是发北大文凭吗,你好，北京大学医学部学生毕业领取的毕业证书为北京大学毕业证书。
招生,hj*** (北京),2016-06-25 09:45,北京大学，老师，我是北京考生，分数是672，报考北大有希望吗,你好，请直接联系我校北京招生组老师，联系方式：，http://www.gotopku.cn/index/detail/815.html，北京招生组：，咨询电话：座机??62760225??62760229??62760335??62760369?62760559?62760551??，联系人：李老师??15210901076，??????许老师??13671255814，??????周老师?13810000761
双学位,li*** (北京),2016-06-24 11:31,北京大学，学医能否学理科双学位？谢谢！,"??目前我校开设有经济学、数学、国际政治、艺术学、哲学等多个双学位。只要学生所在院系与学生所要学的第二学位所在院系做好沟通，第二院系所在院系同意接受，就可以就读双学位。请关注北京大学有关双学位招收的具体通告,一般情况下是可以自由选择。"
专业填报,29***4 (四川),2016-06-24 11:18,北京大学，请问，北大医学护理专业招收二批次吗？如果要的话，在哪些省份招收,你好，请直接咨询四川省高招办。
招生地区询问,13***67 (重庆),2016-06-24 10:01,北京大学，北大的医学护理专业在哪些地区招收二本？谢谢尽早答复十分感谢,你好，请直接咨询重庆市高招办。
少数民族预科班,15***88 (内蒙古),2016-06-24 09:00,北京大学，老师您好，请问今年北大医学部在内蒙古自治区招收少数民族预科班吗？如果要填报此项计划需要满足什么条件？大概需要在内蒙古自治区排多少名可以报？谢谢！,你好，请直接咨询我校内蒙古招生组老师，咨询电话：，内蒙古招生组：，校本部：包头、鄂尔多斯组：13009567656????咨询地点：包头市万号国际酒店（25日起接受来访），???????赤峰、通辽组：13734795817、13734793897???咨询地址：赤峰昭乌达宾馆304。，???????呼和浩特组：13683624202???咨询地址：海德酒店1508。，医学部：李老师13910120377
转专业,gu***a (黑龙江),2016-06-23 16:48,北京大学，转专业需要多上一年学吗,转系转专业一般不变更年级，变更年级需按教务部规定的流程办理。教务部一般在春季学期的四月份发布当年转系通知，具体流程届时会由教务部通知。
关于提档时间问题,hh*** (河北),2016-06-22 15:54,招生老师您好，如果孩子够北京大学的提档分数线，并被北京大学提档，如果被筛选下来，这样会不会影响人大，上交等一些学校的入取呢，时间上北京大学与这些名校有冲突吗,对于一批次报考我校的学生，在录取过程中被我校提档后，若政审合格，专业服从调剂，原则上不退档。
国防生录取问题,24***7 (河南),2016-06-22 14:02,北京大学，如果复检近视，会被取消入学资格吗,按2016年我校国防生招生简章规定，入学后复审、复检不合格者，将严格按照规定做退回生源地的处理。
无获奖证书，数学单科优秀,cu***2015 (河北),2015-03-06 11:04,北京大学，高中阶段没有获奖证书，数学单科成绩特别优秀，满分或接近满分，可以报自招吗,您好：请根据我们的自主报名要求，必须提供相关证明，如获奖证书等。
报考咨询,yz*** (河北),2015-03-06 10:58,老师你好，我是河北考生，我有1、全国青少年科技创新大赛二等奖。2、第三十一届全国中学生物理竞赛（省级赛区）一等奖。能否报考北京大学。,您好：考生自愿向我校提出申请，并按我校要求提交相关的报名材料，然后由我校本科专家委员会组织专家进行审核。我们并不限制考生申请报名。
物理学和物理学类是两个专业啊，有什么区别啊,gc*** (云南),2014-06-11 14:10,北京大学，物理学和物理学类是两个专业吗，有什么区别不知道，还是本业就是一个专业,您好：我校国防生、定向生招生专业为物理学，普通一批次为物理学类（大类）。
报考咨询,li*** (吉林),2014-06-11 14:06,"您好,我是一名吉林考生,我想咨询一下北京大学经济学院在吉林大概多少分有机会报名",您好：吉林是出分报志愿省份，请出分后及时与我校招生组老师联系，他们的联系方式会在北京大学招生网www.gotopku.cn公布，敬请关注。
北京大学医学部医学实验技术专业学生可以转到临床医学专业吗,fa*** (新疆),2014-06-11 13:56,北京大学，我是新疆民考汉考生,您好：请咨询我校医学部招办：010-82802191
招生计划,ji***5 (辽宁),2014-06-11 13:50,您好请问北京大学今年在辽宁招生计划是多少？自主招生和艺术特长生是否占用招生计划数？,您好：在辽宁招生计划请查看贵省近期即将公布的招生指南，在贵省自主艺术不占用招生计划。
吉林理科生女,19*** (吉林),2014-06-11 13:34,老师您好！我是吉林理科考生，估分660左右，有机会去北京大学读书么?,您好：吉林是考后出分填报志愿，高考出分后我校招生组老师会到吉林进行招生，他们的联系方式会在北大招生网（www.gotopku.cn）进行公布，到时候敬请关注。
